filename,width,height,class,xmin,ymin,xmax,ymax
2009-2652-Yegar-M-Canis-Cafhwas_jpg.rf.fcbed35cce216f2e6967528e4571f726.jpg,224,206,cat-ringworm,2,6,217,179
44e_png.rf.edca32194ab945df55da8452e026036b.jpg,224,150,cat-ringworm,13,38,199,149
44w_png.rf.f5fadacda05767c3150810b52b1fe376.jpg,167,224,cat-ringworm,0,9,166,223
36p_png.rf.f9f32d1c90e396f4d86381de17e45413.jpg,98,224,cat-ringworm,0,7,97,152
2009-2652-Yegar-M-Canis-Cafhw_jpg.rf.f12e76361d1511bd4a7fb1265ef9fe2b.jpg,205,223,cat-ringworm,0,34,156,195
32t_png.rf.faff9eae495f3f1db156fe0c07e969ae.jpg,125,224,cat-ringworm,0,64,107,184
46w_png.rf.efd9b931f0b448f482a33f22b198d198.jpg,224,208,cat-ringworm,25,0,223,206
3s_png.rf.fb8d6daeabbdb4ca907413368cb9f403.jpg,223,205,cat-ringworm,33,61,203,203
33w_png.rf.eeac8189c37bcab3196eef27085fe46d.jpg,224,219,cat-ringworm,0,43,172,218
2o_jpg.rf.ecf2f7950715c57332a348d0baa3d2dc.jpg,210,224,cat-ringworm,37,27,185,194
37_PNG.rf.e673b8306361b8ded18f251cf475674d.jpg,224,133,cat-ringworm,22,22,140,116
44e_png.rf.fcd79641e833bdeca2fcd4c21916e350.jpg,224,150,cat-ringworm,30,26,222,149
32qu_png.rf.f91ffbf4b6178fa09d53c6585a2a377b.jpg,224,164,cat-ringworm,27,15,152,158
36p_png.rf.f0a8c79e271aae3bfd382026d7935f84.jpg,98,224,cat-ringworm,0,3,97,158
1w_png.rf.effa85249b457505082c1b4cac05abe9.jpg,224,196,cat-ringworm,71,65,170,193
00c178a207df75148d0925bafa570632718a934f_jpg.rf.f2d6d56bc7e3f6ef7f9f9f19face403c.jpg,224,149,cat-ringworm,37,6,164,137
49w_png.rf.e742b617a14326488b699a39f0b20fd3.jpg,146,224,cat-ringworm,0,63,145,223
36y_png.rf.fe486bc4a316a5dcf175becc8507b3af.jpg,158,224,cat-ringworm,2,18,155,171
1t_png.rf.f00162e666c33ebfb63221e0ed88d5f8.jpg,224,147,cat-ringworm,71,33,163,143
33_PNG.rf.f4d8363dc53a207950e515567a3242c9.jpg,224,189,cat-ringworm,1,0,223,188
33q_png.rf.e703973845d2a6aabd72a28aca573f44.jpg,224,119,cat-ringworm,124,0,223,80
41_PNG.rf.f68463fb0d4092504a299ff4d7c3300d.jpg,223,168,cat-ringworm,54,9,172,141
42q_png.rf.f95c6e731220e7e6061ee647b0f0e29a.jpg,224,130,cat-ringworm,2,12,223,129
0db6879c_RWBacka_jpeg.rf.fae5ed0f903ef83550e9ef582defcc85.jpg,224,185,cat-ringworm,52,27,151,117
43_PNG.rf.fe5dbde08098fe0cf90d3d9cef6826b2.jpg,165,223,cat-ringworm,46,56,152,166
1a_png.rf.ff9e8a4aa1cebc214230c3247e951c3c.jpg,218,224,cat-ringworm,39,18,208,161
33qw_png.rf.00d7ad08c4ab9b0940bf90699c79df63.jpg,158,224,cat-ringworm,0,33,157,196
1_PNG.rf.058037a337afa6bf63870ae2dd27a3b4.jpg,194,224,cat-ringworm,7,72,125,201
3s_png.rf.072d1457082acefc0cb7ab5bb53fae43.jpg,223,205,cat-ringworm,11,4,158,178
32qy_png.rf.0627bd45721ac8642b5d3b8526a478af.jpg,136,224,cat-ringworm,0,60,116,182
1a_png.rf.07508180778f709bfa97d023cc2c1087.jpg,218,224,cat-ringworm,29,7,212,169
32qu_png.rf.090d479dc6907234c93d462dc2d17ce4.jpg,224,164,cat-ringworm,22,13,158,163
36t_png.rf.0a12287c8f917d495d4ff11511f0a391.jpg,224,196,cat-ringworm,40,22,175,143
11jj_png.rf.0dec8015e1da7a5a20d6bf62acfa1e91.jpg,156,224,cat-ringworm,0,36,154,170
42_PNG.rf.09d89cdac90837ef08ddcac524b5b00c.jpg,224,168,cat-ringworm,48,10,214,167
33i_png.rf.0985459dacea89db93d23bd1b9a2eddc.jpg,201,224,cat-ringworm,0,0,200,223
0db6879c_RWBack_jpeg.rf.0b18f3131825a2351c3e971c3a22e59a.jpg,156,224,cat-ringworm,0,2,139,186
2w_jpg.rf.0a0c6cd2d7917728d9a525b818c1e9a4.jpg,149,224,cat-ringworm,0,51,131,181
42e_png.rf.0a908f7f58fbbb8fd3851958dabd9376.jpg,209,223,cat-ringworm,0,0,208,222
43u_png.rf.0c9ba448a7c8b2d92c86fd24a805afb6.jpg,182,224,cat-ringworm,13,35,167,209
33e_png.rf.0cdba0712a110dd701726b052556ca0e.jpg,140,224,cat-ringworm,0,46,139,177
11a_png.rf.10510be9c8802ff82cca1593602d0235.jpg,178,224,cat-ringworm,0,4,163,148
42_PNG.rf.14b58fe2c104f9ae37f052911f0b7bc9.jpg,224,168,cat-ringworm,11,3,173,162
32qt_png.rf.0a5d2581e59181472654848fe037eb75.jpg,88,224,cat-ringworm,3,31,87,203
43t_png.rf.115fb463c14fb269c81ed6c4a417def0.jpg,224,193,cat-ringworm,0,0,223,190
36o_png.rf.14f31e173d40ddb5034fabc02491ef0b.jpg,224,122,cat-ringworm,69,58,160,120
1w_png.rf.0e7cd9141de0aa5dd964b583997a6be8.jpg,224,195,cat-ringworm,64,0,192,144
44e_png.rf.10d97b619a0d12ea5fc6b11b8959af81.jpg,224,150,cat-ringworm,39,0,148,149
44w_png.rf.0c6bba136a9dfadff0570e5eec5195c3.jpg,167,224,cat-ringworm,0,29,166,187
37y_png.rf.19ba7f5e8128f9dc3312c036ed82737c.jpg,106,224,cat-ringworm,0,32,105,192
15a_png.rf.185f6fff016a8bfcab8a01f30e1cb2ff.jpg,182,224,cat-ringworm,0,36,145,171
2i_png.rf.14a923beb38124d6e8c8ddc882fac9e8.jpg,194,224,cat-ringworm,0,15,192,202
33r_png.rf.19e6db16234106313352cb2915bf7db6.jpg,215,224,cat-ringworm,0,50,205,223
2009-2652-Yegar-M-Canis-Cafhw_jpg.rf.23c2fa0959212188462a63ad6b7c5522.jpg,206,224,cat-ringworm,38,11,204,196
44q_png.rf.20d2c18b477b34e210acd720716f93d9.jpg,224,178,cat-ringworm,15,25,191,177
4_PNG.rf.1705e4f0bc151360e7d5b7a6e7391433.jpg,224,213,cat-ringworm,38,6,221,212
2o_jpg.rf.0dff9c1130c0b670f663a9d606459451.jpg,210,224,cat-ringworm,21,23,179,198
4a_png.rf.1c2a4397827d0948c34045a0709a763a.jpg,223,165,cat-ringworm,12,0,222,164
32qw_png.rf.2c9a490cd6b0556cca8d28efa81afad3.jpg,178,224,cat-ringworm,0,34,156,196
36u_png.rf.2317ae4e290951d2fd73be497c4173af.jpg,224,115,cat-ringworm,62,30,161,114
33qw_png.rf.2bcc12d422fd62d5a74e8d1956304efc.jpg,158,224,cat-ringworm,0,29,157,200
44w_png.rf.236327811006437eb99604547a645a99.jpg,167,224,cat-ringworm,0,13,164,223
42e_png.rf.2181978dc643c25d4cd9f9542525159e.jpg,210,224,cat-ringworm,0,0,208,222
1_PNG.rf.1b9f8619c7151737d37ca1e2d494ead7.jpg,194,224,cat-ringworm,10,30,120,152
2u_jpg.rf.27d5a924769abf0672aaaff592ee2065.jpg,224,140,cat-ringworm,57,0,169,111
43t_png.rf.2749a93a7ee477d008aedc56fd61f507.jpg,224,193,cat-ringworm,8,0,193,192
37w_png.rf.25537f2fd0c7ba9b58003ff1c2bfe7d6.jpg,117,224,cat-ringworm,30,69,116,166
32t_png.rf.2b44dc2642c03995780b0761aa7ac961.jpg,126,224,cat-ringworm,26,65,124,177
37y_png.rf.26fc3b2b4d723f660e35c72793ba6689.jpg,108,224,cat-ringworm,0,63,105,163
00c178a207df75148d0925bafa570632718a934f_jpg.rf.2d900740875b9f8b989805c12a34bb61.jpg,224,150,cat-ringworm,58,4,190,139
33qt_png.rf.2fdc998459b83ce0d889519c32ae688b.jpg,148,224,cat-ringworm,0,6,147,218
33qt_png.rf.2992b1cd1013be511293c016dcc02280.jpg,148,224,cat-ringworm,0,41,147,175
38t_png.rf.34f74b65c4347e09f239f43649a8e5eb.jpg,224,100,cat-ringworm,57,0,151,99
32qu_png.rf.3565b19079b76372eaee71db75e47f5e.jpg,224,164,cat-ringworm,32,35,187,163
1t_png.rf.3055ed541b8607ffc4f1e00c0ede916f.jpg,224,147,cat-ringworm,73,34,181,122
43_PNG.rf.2aa03f6a218ed51b78fa0ddf76244707.jpg,165,223,cat-ringworm,11,55,122,170
2i_png.rf.2e3653bd9b6596481523ce1e4c4d39dd.jpg,193,224,cat-ringworm,0,18,192,199
49q_png.rf.3e94db82a326a0790416ebc2d7ace800.jpg,224,145,cat-ringworm,0,12,150,144
36y_png.rf.379afc4e77c48890bb2660112f2dea19.jpg,156,224,cat-ringworm,22,32,155,185
43q_png.rf.36f55c73db9f0e9644c33065d171076b.jpg,223,117,cat-ringworm,18,0,216,111
2a_png.rf.4230c57a31f0ceea1adaa46519a87b4b.jpg,224,148,cat-ringworm,54,0,182,112
0db6879c_RWBack_jpeg.rf.3ec8aeffdaa7ec6b072c2dd60e89b1e6.jpg,155,223,cat-ringworm,11,0,154,192
49w_png.rf.40eb6be7cbc60f75ba7f1a952e0a88e8.jpg,146,224,cat-ringworm,23,38,145,189
0db6879c_RWBacka_jpeg.rf.2cd60aa9e1d46949817731660c8ebb8e.jpg,224,185,cat-ringworm,90,49,179,147
36q_png.rf.445b28ec1f3cff6ee0f21e205962190e.jpg,206,224,cat-ringworm,30,2,194,186
33w_png.rf.3ef2e727e97484aba0f81a4a86e60756.jpg,224,219,cat-ringworm,0,0,162,172
11jj_png.rf.336ed25bf6806e79a070daa0478ed515.jpg,155,224,cat-ringworm,15,14,154,207
33i_png.rf.4b36e90cbee4e9973162572063beeff9.jpg,202,224,cat-ringworm,0,0,200,223
33q_png.rf.3c5e04e84d4a0498d25589ae72e9fb0a.jpg,224,119,cat-ringworm,50,0,136,42
11a_png.rf.43613e337172aaa37899489716db755a.jpg,178,224,cat-ringworm,0,25,130,205
36y_png.rf.3dc18edf5f1f6f31a29e88b32a427b0c.jpg,158,224,cat-ringworm,0,28,135,178
43q_png.rf.4d841995c2c78016360247cc89be558e.jpg,224,118,cat-ringworm,6,0,208,115
3s_png.rf.4bba9c337060a0730e29278b2b075b42.jpg,223,205,cat-ringworm,16,13,150,176
33p_png.rf.4e8fa918f63738346fd68353fff91155.jpg,176,224,cat-ringworm,0,16,175,215
0db6879c_RWBackq_jpeg.rf.470eee955d7ba829792bf9d5f4dac10b.jpg,224,206,cat-ringworm,51,84,164,180
33_PNG.rf.28b6651133b2adac2c7477a3445ae664.jpg,224,189,cat-ringworm,1,0,223,188
33_PNG.rf.4189568b0abde14a30bf91ff00edebcc.jpg,224,189,cat-ringworm,1,0,223,188
43q_png.rf.55188d97e259f5ee358d33245f81389a.jpg,223,117,cat-ringworm,57,0,178,116
1w_png.rf.361dc1eef430d6f3bbbf12957afadc49.jpg,224,196,cat-ringworm,41,0,158,139
2r_png.rf.527be82d8e338aa40ff233f0ba38b623.jpg,224,179,cat-ringworm,31,20,210,171
46w_png.rf.5951ba46ee62a1be1d52fb100e49bfb9.jpg,224,207,cat-ringworm,2,0,190,206
49q_png.rf.548b86803e1cfbe1c8595a4eb1fa1b36.jpg,224,146,cat-ringworm,0,0,155,135
44_PNG.rf.54370588ea090c77e97a1fadfc48e87f.jpg,224,169,cat-ringworm,50,13,176,168
37_PNG.rf.5d072c6c3baaccf4506bdc996da42463.jpg,224,134,cat-ringworm,24,12,140,103
2a_png.rf.55c39f6ff38623e089ff1baa6aa9d875.jpg,224,146,cat-ringworm,71,3,223,141
2009-2652-Yegar-M-Canis-Catq_jpg.rf.50f2af5391201b18be9c9e327ea3804f.jpg,223,205,cat-ringworm,26,15,204,204
33r_png.rf.5ea072f88439653d02c63df65fd5f2c3.jpg,216,224,cat-ringworm,0,0,206,176
2009-2652-Yegar-M-Canis-Catq_jpg.rf.63afef8b319baa6629d6404bd25793e5.jpg,223,205,cat-ringworm,33,27,179,202
12a_png.rf.5587b7846ac3442414afb35fe7da7997.jpg,224,182,cat-ringworm,12,0,198,181
38t_png.rf.618d82c669e419283afd6cafd403cffe.jpg,224,100,cat-ringworm,17,0,206,93
2_jpg.rf.5e35f1cbab9ae519ce6c4699030d3b80.jpg,162,224,cat-ringworm,0,13,161,204
32qt_png.rf.5df2a6de5d7691631e63ecf8bb16fe1e.jpg,88,224,cat-ringworm,8,34,88,202
43w_png.rf.643fed048ad5a0ace2bc9c4dd4818278.jpg,205,223,cat-ringworm,0,9,204,218
4k_png.rf.60894bbf156653d3f67b85d8120966fb.jpg,224,210,cat-ringworm,22,37,200,189
00c178a207df75148d0925bafa570632718a934f_jpg.rf.517418b696fcbc77f5e68a5eb4c5899a.jpg,224,149,cat-ringworm,58,4,190,139
36u_png.rf.546e203a84025e1d8ec19f29ed97c254.jpg,224,115,cat-ringworm,68,0,171,89
42e_png.rf.4ba0e4b911e2439387b10c46695e24d9.jpg,209,223,cat-ringworm,0,13,202,218
43u_png.rf.657b142607dd0d220926e569c1e7910a.jpg,182,224,cat-ringworm,0,24,178,220
36t_png.rf.5eb350a26659de0591c00ce468928d14.jpg,224,196,cat-ringworm,30,15,167,163
43w_png.rf.6587abf79f09be70225c235ccf239869.jpg,205,223,cat-ringworm,0,1,204,222
33r_png.rf.29ab887059b1e1cb3d4d56f180b8f69c.jpg,215,224,cat-ringworm,0,0,176,203
32qy_png.rf.5fe8f05d13feb552521f9ab97b93dd7f.jpg,136,224,cat-ringworm,20,69,135,184
49q_png.rf.6a9b369ec59aa1ed45f42bb08fd0a76b.jpg,224,146,cat-ringworm,48,0,199,121
12a_png.rf.6dbe509eefbe08b54326bc0c1d2eeff2.jpg,224,182,cat-ringworm,24,15,199,181
33t_png.rf.7d34c8223b02d9fba006a4f3f8148142.jpg,172,224,cat-ringworm,0,60,112,198
36r_png.rf.735c0c48b515934a091cba423de22b50.jpg,133,224,cat-ringworm,0,40,132,190
41_PNG.rf.75e2900a31407174d756a11cb2f11c71.jpg,223,168,cat-ringworm,34,26,171,150
36r_png.rf.78042b9551e3f04a652e1df51f03e0d9.jpg,134,224,cat-ringworm,0,40,132,190
35q_png.rf.81dc4710967af7246f344ccbdfe58539.jpg,138,224,cat-ringworm,4,33,133,216
33u_png.rf.7a75d7ec7289de2e77254d41650b9ae8.jpg,129,224,cat-ringworm,0,38,128,185
49r_png.rf.6c6d21422f98184459d5e704cb357b46.jpg,148,224,cat-ringworm,0,70,145,196
2a_jpg.rf.7eb3f2c0be65df1066b6ed3c620679a5.jpg,161,224,cat-ringworm,0,50,139,181
35q_png.rf.6c09e672ad464a3b6468f8698c4431b6.jpg,138,224,cat-ringworm,0,47,137,183
15a_png.rf.6d8efcd2f0eb3260c07a545ff471e272.jpg,182,224,cat-ringworm,33,0,166,166
0db6879c_RWBack_jpeg.rf.6f44973f95093a1da19d627efc28ea7d.jpg,155,223,cat-ringworm,0,0,152,189
42q_png.rf.798930485bab00a37d3b612ea9499b28.jpg,224,130,cat-ringworm,0,0,223,129
36p_png.rf.890f04948e8e8bee401bc7b31c0a1267.jpg,98,224,cat-ringworm,10,62,97,165
4k_png.rf.85ac6748b4052c413415b4946f0cd1ca.jpg,224,209,cat-ringworm,12,6,197,208
36u_png.rf.8084d9b239b1e3f4c663d9e0b1405b99.jpg,224,116,cat-ringworm,12,1,140,107
2i_png.rf.7505f39567e7097aef88c6e003c0e2b0.jpg,193,224,cat-ringworm,3,8,192,219
43w_png.rf.8325218d91966812fa7971213c0be452.jpg,206,224,cat-ringworm,0,1,204,222
33p_png.rf.75563c613e1214a83e499bf44d76147b.jpg,176,224,cat-ringworm,1,7,170,215
46w_png.rf.858fd471c515d8ec638f9cf9591680a3.jpg,224,207,cat-ringworm,43,4,213,206
33u_png.rf.7ce17cb2da8a0eb9632bfa614bb55c42.jpg,129,224,cat-ringworm,0,0,128,218
43u_png.rf.74a331aef795591a24a0531f956821c8.jpg,182,224,cat-ringworm,15,35,169,209
37y_png.rf.8df80e2e03f6e3415a5f39b0845e12a3.jpg,108,224,cat-ringworm,0,30,105,195
4p_png.rf.900f5094c362e0f258b7263f5311c773.jpg,223,185,cat-ringworm,16,0,222,184
2w_jpg.rf.85e4085e4500c654e9c9a901d9b56571.jpg,150,224,cat-ringworm,8,49,148,211
36q_png.rf.7f56a7ccf99bd2e7673aff23a4784b3b.jpg,206,224,cat-ringworm,41,11,187,181
2009-2652-Yegar-M-Canis-Cafhwas_jpg.rf.890574c562e322860fb7281382785902.jpg,223,205,cat-ringworm,44,0,201,204
12op_png.rf.8849589570a4aacc775af1c9e3bd2c45.jpg,224,210,cat-ringworm,11,18,208,209
44q_png.rf.95b85980a405824a3b7f6c8f8bb9aca5.jpg,224,178,cat-ringworm,23,17,174,177
43_PNG.rf.893e32a2debb1a460e3d47964776e9bf.jpg,166,224,cat-ringworm,24,34,151,158
42_PNG.rf.951786caf60983405994ec9c6d75e9fe.jpg,224,168,cat-ringworm,29,24,185,167
12op_png.rf.8936e197a7ad3b9e4789772577985389.jpg,224,210,cat-ringworm,41,28,201,192
42q_png.rf.9074ed81096b371defe6d2f08d31987a.jpg,224,130,cat-ringworm,42,0,169,129
11jj_png.rf.8e0fe12008b392adf7816210d30e9f6e.jpg,155,224,cat-ringworm,0,30,154,176
2r_png.rf.95d08d79d3fd95d8da33f5119157d6b0.jpg,224,179,cat-ringworm,24,24,182,147
13a_png.rf.9748205edc93c352ddb52c46158e2b56.jpg,156,224,cat-ringworm,0,32,153,222
0db6879c_RWBackq_jpeg.rf.89a761a5b6fe07f05ee1e871e7e8333a.jpg,224,204,cat-ringworm,39,17,166,129
1y_png.rf.97c19f6657e62e34b4eb623ff204146b.jpg,224,192,cat-ringworm,54,13,153,113
33w_png.rf.9451221e691d7c49edebdfc13fb58d3d.jpg,224,220,cat-ringworm,35,53,223,218
33t_png.rf.97c12d0f196ebfa65dfb7e1d16384778.jpg,171,224,cat-ringworm,0,24,120,177
4_PNG.rf.9ac5806f650978f928ed7a133377e25c.jpg,224,213,cat-ringworm,0,4,190,212
2009-2652-Yegar-M-Canis-Cafhw_jpg.rf.8f91a6cdec180df42e1ed66d3f1947d4.jpg,205,223,cat-ringworm,23,0,192,169
4p_png.rf.77bad63359c9710e47aaf3af090cab55.jpg,223,185,cat-ringworm,0,18,201,184
32t_png.rf.988b44be7556fb91cb2d6b3e7d050fe1.jpg,125,224,cat-ringworm,0,61,103,178
15a_png.rf.949c4c66612f52ae496a1e5dc268454c.jpg,180,224,cat-ringworm,26,50,179,201
41_PNG.rf.9bd5773ce5c99ae2c19ce2458755dd1b.jpg,223,168,cat-ringworm,57,10,171,139
36q_png.rf.9f89c7c3b154fb8a1de6ac6b055765db.jpg,206,224,cat-ringworm,23,0,199,191
32qy_png.rf.a391e68e7cf87e1e160e42d62d0dec85.jpg,136,224,cat-ringworm,25,64,135,205
49r_png.rf.a116f16926c3296aa23b659d3afa1cdc.jpg,148,224,cat-ringworm,0,31,146,156
2a_jpg.rf.98eddbfd301e75cf86078d963bd4f96a.jpg,162,224,cat-ringworm,21,41,160,176
33i_png.rf.9de86500deba323bf15d70490cb0dcb9.jpg,201,224,cat-ringworm,0,0,200,220
2u_jpg.rf.b307bab352fdfab176e02f9a600d6cb1.jpg,224,140,cat-ringworm,60,31,166,137
1_PNG.rf.a2fcc6df3f36662b634e30045ed282a2.jpg,194,224,cat-ringworm,64,71,189,206
13a_png.rf.a3b7afc44b533f5bdde54c66bd5ee6fe.jpg,154,224,cat-ringworm,0,25,153,223
4a_png.rf.a2c8b36710750efb95190b13981ef4bf.jpg,224,166,cat-ringworm,0,0,212,164
4k_png.rf.a4a17d6b7d6f62c548aa555f51eb6e36.jpg,224,209,cat-ringworm,15,7,194,207
36_PNG.rf.a9f6d47597219c9be2dfac330a6d38c2.jpg,224,135,cat-ringworm,64,0,170,119
32qt_png.rf.be09ea74792e3fa215ab281dbe855f06.jpg,88,224,cat-ringworm,0,31,87,206
4p_png.rf.a61aa510985b4857e3edb441ef5939be.jpg,223,185,cat-ringworm,28,23,222,185
2_jpg.rf.bae535b93421f884899f76deafbadf04.jpg,162,224,cat-ringworm,0,38,161,190
49w_png.rf.b676892558eac8ba4bba3a8e4310e29f.jpg,148,224,cat-ringworm,0,0,145,172
36_PNG.rf.ab37a3db7d2d9dd75bec006be006ed35.jpg,224,135,cat-ringworm,42,14,161,114
37w_png.rf.aad2b47175df3a368361539c8f3a1f0b.jpg,117,224,cat-ringworm,0,60,94,169
1y_png.rf.b75e5b3097b18be0ec9d543ff26ada3c.jpg,224,192,cat-ringworm,26,45,129,147
36r_png.rf.bec85c2388a3bc5b20130a5895f4ed4b.jpg,133,224,cat-ringworm,0,8,132,197
33q_png.rf.acceb89133997d0c9575fe773107cfb3.jpg,224,120,cat-ringworm,0,0,104,78
1y_png.rf.b6896fdf278706aad3cf8261925f2999.jpg,224,192,cat-ringworm,30,55,128,153
44q_png.rf.c290d87f6e47f8c6ff15c3bb45109740.jpg,224,178,cat-ringworm,46,0,208,165
0db6879c_RWBackq_jpeg.rf.c1eea6bebb3be089ee93cb574ff970ed.jpg,224,204,cat-ringworm,60,83,175,181
33e_png.rf.bf9ba910703f2797192113dcbd9e632a.jpg,140,224,cat-ringworm,0,0,139,202
2o_jpg.rf.aecb3a00b254511f690b48bed6419417.jpg,210,224,cat-ringworm,31,40,186,174
2r_png.rf.c86fecbe0dec50b52aebcdcb04fa7254.jpg,224,180,cat-ringworm,13,19,195,174
12a_png.rf.c31bd96f8a5772ac4d9a658ab8c3ad6d.jpg,224,182,cat-ringworm,15,0,196,181
36t_png.rf.b759c879dabe3a79fe3688a99327aa01.jpg,224,196,cat-ringworm,28,43,178,181
33qw_png.rf.c0954c7eef17997a3c7b6d76c9cd5072.jpg,158,224,cat-ringworm,0,0,157,205
36o_png.rf.ac56bd3f4bfed2495946c6e50878e026.jpg,224,121,cat-ringworm,74,0,171,70
44r_png.rf.a84bf72a6e007f35537e8149ff9ac456.jpg,151,224,cat-ringworm,0,0,150,190
2_jpg.rf.c3e227899d57a04868ea14e8d7362a7f.jpg,162,224,cat-ringworm,0,20,161,211
33p_png.rf.c80ac92aaa72c4247bc495c83e48ae9d.jpg,178,224,cat-ringworm,0,14,175,206
37_PNG.rf.c4ff0f2cfa7c71d6aecc11163cf0539e.jpg,224,133,cat-ringworm,63,0,150,92
33u_png.rf.a457c2b1ad3f1558c7bcbb598b75c41f.jpg,130,224,cat-ringworm,0,6,128,223
32qw_png.rf.d79cbc9c150fbb8d122fe71d7645647d.jpg,178,224,cat-ringworm,0,36,154,194
13a_png.rf.b31488ed76351d98d9a6348730f07275.jpg,154,224,cat-ringworm,0,23,153,202
2009-2652-Yegar-M-Canis-Catq_jpg.rf.c43543667de61a9c4d9b517e349425cf.jpg,223,205,cat-ringworm,25,14,205,204
33t_png.rf.cded48c1f02fce0e4742941382402d79.jpg,172,224,cat-ringworm,44,12,170,169
1a_png.rf.c9f561eab07e8efdd167189440052fb6.jpg,220,224,cat-ringworm,40,17,218,172
43t_png.rf.dc057f28dae80e91164edebfe68ae405.jpg,224,193,cat-ringworm,0,0,223,192
2a_png.rf.d7d9c29548c743149e690f5face0b2af.jpg,224,148,cat-ringworm,0,2,155,144
49r_png.rf.ca562d833cb6d4d2cc87653d98432abb.jpg,146,224,cat-ringworm,18,39,145,223
0db6879c_RWBacka_jpeg.rf.d2e505476cc3f1b60d8259931cdb242f.jpg,224,185,cat-ringworm,59,73,152,156
33qt_png.rf.ce0925fbe0c98dc24bf86f895645a11a.jpg,148,224,cat-ringworm,0,37,147,196
2a_jpg.rf.d35ad95d52236ebcc2468d7d9a0c2313.jpg,161,224,cat-ringworm,32,58,160,167
1t_png.rf.cc0bb02cf74fbaaf3c5eefd641dba285.jpg,224,147,cat-ringworm,40,26,154,123
38t_png.rf.d8f2a25eaf60ebdc0fbc565ec67dee0f.jpg,224,102,cat-ringworm,16,0,208,100
2009-2652-Yegar-M-Canis-Cafhwas_jpg.rf.dcf7e7ae0b1f52098547faab5f6a76a3.jpg,223,205,cat-ringworm,42,1,202,204
44r_png.rf.d67f57373065aed8d9a8ad8af065c261.jpg,151,224,cat-ringworm,0,21,150,223
37w_png.rf.d8e8d561c546a1ff6e23dce42afb2700.jpg,117,224,cat-ringworm,10,83,112,223
4_PNG.rf.d6f56f7e64f8d158f299e881dbd368ad.jpg,224,213,cat-ringworm,0,0,206,212
12op_png.rf.de29d1fe5c8e7ef55f2d72bed5add624.jpg,224,210,cat-ringworm,24,33,191,196
2w_jpg.rf.dcd6cd6720cdb771dc9ececc2fecb185.jpg,149,224,cat-ringworm,21,52,148,180
35q_png.rf.da1981642d04d5328f4d0c920e3c0e16.jpg,138,224,cat-ringworm,11,37,123,211
44_PNG.rf.df408dc32a054de85e3d55ebfea0f848.jpg,224,169,cat-ringworm,54,14,176,166
11a_png.rf.ae89867ce2a64963cba1c795f85b2310.jpg,180,224,cat-ringworm,0,39,118,202
36_PNG.rf.df7e212d4a6693e2fdce83a3c246725e.jpg,224,135,cat-ringworm,60,10,184,117
44r_png.rf.dd1152ad26cf896921dde071301887bc.jpg,152,224,cat-ringworm,0,25,150,201
44_PNG.rf.e111a00f079d9751c8a76e06c8d7970a.jpg,224,169,cat-ringworm,40,20,197,150
36o_png.rf.e20f2edfebeae51e2d1ac26e1b99013f.jpg,224,121,cat-ringworm,74,0,165,65
4a_png.rf.e041f4f9de73488c0973f866f5395d5d.jpg,224,166,cat-ringworm,11,0,213,164
32qw_png.rf.e2d291cdfdd3984b212a652450e769df.jpg,180,224,cat-ringworm,11,51,160,204
